app_id,age,employment_type,annual_income,loan_amount,loan_type,application_date,doc_complete_pct,doc_rework,aml_flag,kyc_days,credit_score,dti_ratio,past_default,risk_category,credit_days,collateral_type,property_value,ltv_ratio,legal_clearance,valuation_days,policy_deviation,fraud_flag,underwriting_days,officer_load,queue_position,reassigned,sanction_status,approved_amount,agreement_signed,insurance_done,agreement_days,disbursed,disbursement_days,total_tat,sla_breach,delay_risk
11694,44,Self-Employed,1791689,8044590,Business,10-08-2024,71,1,0,5,569,0.28,0,High,4,None,0,0,NA,0,0,0,1,22,20,0,Rejected,0,0,0,0,0,0,12,0,Medium
11695,44,Salaried,332625,1066425,Personal,16-01-2024,92,0,0,4,402,0.32,1,High,1,None,0,0,NA,0,0,0,3,26,16,1,Rejected,0,0,0,0,0,0,10,0,Low
11696,57,Self-Employed,1646623,8338226,Home,25-10-2024,74,1,0,5,397,0.51,1,High,5,Property,14360128.47,0.58,Yes,5,1,0,4,25,1,1,Rejected,0,0,0,0,0,0,21,1,High
11697,27,Salaried,440139,1529137,Personal,01-11-2024,65,1,0,2,559,0.27,0,High,2,None,0,0,NA,0,0,0,1,24,7,1,Rejected,0,0,0,0,0,0,7,0,Low
11698,37,Salaried,1210723,6975851,Business,12-09-2024,97,0,0,1,352,0.47,1,High,2,None,0,0,NA,0,1,0,2,22,18,0,Rejected,0,0,0,0,0,0,7,0,Low
11699,35,Salaried,1546355,4845203,Business,30-07-2024,88,0,0,4,629,0.55,0,Medium,2,Property,7394780.625,0.66,Yes,2,1,0,3,28,13,1,Approved,4297660,1,1,2,1,2,17,0,Medium
11700,31,Self-Employed,2032366,6560104,Home,25-08-2024,95,0,0,2,520,0.5,1,High,5,None,0,0,NA,0,1,0,5,24,11,1,Rejected,0,0,0,0,0,0,14,0,Medium
11701,55,Self-Employed,689753,3264185,Personal,15-08-2024,79,2,0,4,889,0.38,0,Low,1,None,0,0,NA,0,0,0,3,17,20,0,Approved,2753161,1,1,3,1,2,14,0,Medium
11702,37,Self-Employed,685252,3591744,Business,25-07-2024,79,3,0,5,635,0.2,0,Medium,2,None,0,0,NA,0,0,0,1,22,19,0,Approved,3451812,1,1,2,1,2,14,0,Medium
11703,46,Salaried,2054475,9595811,Personal,03-03-2024,94,0,0,2,499,0.3,1,High,2,None,0,0,NA,0,0,0,4,9,6,0,Rejected,0,0,0,0,0,0,8,0,Low
11704,25,Self-Employed,1250246,4839504,Home,27-12-2024,95,0,0,3,746,0.47,0,Low,1,Property,7301885.665,0.66,Yes,4,1,0,4,20,17,0,Approved,4108359,1,1,2,1,2,18,0,High
11705,42,Self-Employed,1914983,9088402,Business,05-12-2024,85,3,0,6,821,0.4,0,Low,5,Property,11201155.91,0.81,Yes,2,1,0,3,17,16,0,Approved,8455228,1,1,2,1,2,21,1,High
11706,60,Salaried,1407160,4023551,Business,25-03-2024,89,0,0,1,459,0.3,1,High,4,None,0,0,NA,0,0,0,3,30,9,1,Rejected,0,0,0,0,0,0,11,0,Low
11707,33,Salaried,477465,1072294,Home,16-12-2024,92,0,0,4,816,0.49,0,Low,3,Property,1319377.886,0.81,Yes,6,1,0,4,26,1,1,Approved,1030360,1,1,2,1,2,23,1,High
11708,28,Self-Employed,1287475,3727487,Personal,26-01-2024,94,0,0,1,542,0.56,1,High,2,None,0,0,NA,0,1,0,5,27,7,1,Rejected,0,0,0,0,0,0,10,0,Low
11709,33,Salaried,2355076,11036999,Personal,22-05-2024,68,1,0,3,351,0.36,1,High,5,Property,18122831.13,0.61,Yes,2,0,0,2,24,3,1,Rejected,0,0,0,0,0,0,14,0,Medium
11710,55,Self-Employed,1421016,4829020,Personal,24-10-2024,86,0,0,3,371,0.33,1,High,2,None,0,0,NA,0,0,1,2,16,20,0,Rejected,0,0,0,0,0,0,8,0,Low
11711,49,Salaried,701321,4088640,Business,11-06-2024,92,0,1,2,356,0.45,1,High,4,None,0,0,NA,0,0,0,1,18,3,0,Rejected,0,0,0,0,0,0,8,0,Low
11712,22,Salaried,942327,5266185,Home,24-07-2024,95,0,0,4,555,0.53,0,High,1,None,0,0,NA,0,1,0,3,9,2,0,Rejected,0,0,0,0,0,0,8,0,Low
11713,40,Self-Employed,1331082,3102403,Home,24-05-2024,75,1,0,3,771,0.34,0,Low,1,Property,4135497.788,0.75,Yes,5,0,0,3,21,1,0,Approved,2741605,1,1,1,1,2,17,0,Medium
11714,51,Self-Employed,1666769,5545386,Home,21-08-2024,68,1,0,3,834,0.5,0,Low,2,None,0,0,NA,0,1,0,2,5,1,0,Approved,5422566,1,1,2,1,2,11,0,Low
11715,57,Salaried,2344422,5079605,Personal,12-06-2024,89,0,0,1,532,0.23,1,High,5,Property,8684271.827,0.58,Yes,6,0,0,2,12,12,0,Rejected,0,0,0,0,0,0,15,0,Medium
11716,34,Salaried,1263164,6367562,Home,18-11-2024,83,2,0,5,677,0.59,0,Medium,4,None,0,0,NA,0,1,0,2,19,19,0,Approved,5472028,1,1,1,1,1,14,0,Medium
11717,55,Salaried,1252954,2666622,Business,21-07-2024,76,2,0,5,688,0.5,0,Medium,5,Property,3428237.768,0.78,No,2,1,0,2,15,10,0,Approved,2423625,1,1,1,1,2,18,0,High
11718,28,Self-Employed,509310,2254800,Home,19-07-2024,83,3,0,5,776,0.28,0,Low,2,Property,3132876.672,0.72,Yes,4,0,0,2,19,2,0,Approved,1805146,1,1,3,1,2,19,1,High
11719,29,Salaried,2001295,10175135,Business,18-08-2024,88,0,0,1,500,0.24,1,High,4,Property,17267942.93,0.59,Yes,5,0,0,2,15,20,0,Rejected,0,0,0,0,0,0,13,0,Medium
11720,32,Self-Employed,1239418,6755365,Personal,17-02-2024,88,0,0,3,461,0.38,1,High,5,None,0,0,NA,0,0,0,3,24,4,1,Rejected,0,0,0,0,0,0,13,0,Medium
11721,53,Salaried,1293021,7591959,Personal,16-01-2024,64,1,0,4,435,0.51,1,High,5,Property,10237067.62,0.74,Yes,5,1,0,5,14,16,0,Rejected,0,0,0,0,0,0,20,1,High
11722,23,Self-Employed,2477398,10921937,Business,23-01-2024,84,2,0,5,713,0.53,0,Low,3,Property,19209911.6,0.57,Yes,2,1,0,5,16,1,0,Approved,9996956,1,1,2,1,1,19,1,High
11723,22,Self-Employed,2267018,9412519,Personal,05-08-2024,69,3,0,5,513,0.36,1,High,2,None,0,0,NA,0,0,0,1,8,18,0,Rejected,0,0,0,0,0,0,8,0,Low
11724,49,Salaried,2449718,13333726,Home,14-01-2024,98,0,0,2,353,0.44,1,High,1,None,0,0,NA,0,0,0,1,22,3,0,Rejected,0,0,0,0,0,0,6,0,Low
11725,51,Salaried,505347,1109720,Home,12-09-2024,85,3,0,5,702,0.57,0,Low,5,None,0,0,NA,0,1,0,5,20,2,0,Approved,906558,1,1,3,1,2,22,1,High
11726,30,Salaried,1917731,7720941,Home,15-10-2024,81,2,0,6,378,0.59,1,High,4,Property,12210235.4,0.63,Yes,4,1,0,2,23,6,1,Rejected,0,0,0,0,0,0,18,0,High
11727,31,Salaried,454848,1553944,Home,07-07-2024,85,1,0,5,893,0.51,0,Low,5,Property,2192651.496,0.71,No,4,1,0,5,28,9,1,Approved,1516425,1,1,3,1,2,26,1,High
11728,52,Salaried,1093296,3774521,Home,27-02-2024,91,0,0,4,810,0.58,0,Low,3,None,0,0,NA,0,1,0,3,16,20,0,Approved,3720551,1,1,3,1,2,16,0,Medium
11729,57,Self-Employed,1587210,4546786,Home,16-07-2024,98,0,0,4,531,0.34,1,High,1,Property,7124724.674,0.64,No,5,0,0,4,25,19,1,Rejected,0,0,0,0,0,0,16,0,Medium
11730,29,Salaried,923709,3257085,Business,22-10-2024,65,3,0,7,543,0.28,1,High,2,Property,4324537.654,0.75,No,6,0,0,2,6,11,0,Rejected,0,0,0,0,0,0,17,0,Medium
11731,47,Self-Employed,856184,3478160,Personal,10-07-2024,74,1,0,4,532,0.37,1,High,2,Property,4457091.164,0.78,Yes,6,0,0,3,20,17,0,Rejected,0,0,0,0,0,0,17,0,Medium
11732,29,Self-Employed,777044,2133130,Home,29-10-2024,97,0,0,2,727,0.25,0,Low,2,Property,3584482.074,0.6,Yes,3,0,0,4,21,14,0,Approved,1849699,1,1,1,1,1,15,0,Medium
11733,58,Self-Employed,1461415,6930965,Business,25-11-2024,63,2,0,5,856,0.49,0,Low,5,Property,10224615.6,0.68,Yes,3,1,0,3,14,11,0,Approved,5830876,1,1,1,1,1,19,1,High
11734,26,Salaried,1685904,6709585,Home,23-08-2024,70,1,0,4,542,0.35,1,High,3,None,0,0,NA,0,0,0,4,10,20,0,Rejected,0,0,0,0,0,0,12,0,Medium
11735,38,Self-Employed,1126609,3152104,Home,01-10-2024,84,2,0,3,899,0.33,0,Low,1,None,0,0,NA,0,0,0,3,12,19,0,Approved,2927180,1,1,2,1,2,12,0,Medium
11736,28,Salaried,553517,2846957,Home,02-06-2024,69,2,0,6,547,0.34,1,High,5,Property,3612330.802,0.79,Yes,2,0,0,1,21,18,0,Rejected,0,0,0,0,0,0,16,0,Medium
11737,48,Salaried,776574,2218292,Home,08-07-2024,88,0,0,3,664,0.52,0,Medium,1,Property,2780610.19,0.8,Yes,2,1,0,4,19,12,0,Approved,1950154,1,1,3,1,1,15,0,Medium
11738,48,Salaried,1500797,8053653,Personal,15-07-2024,71,2,0,5,640,0.37,0,Medium,2,Property,14071500.19,0.57,Yes,3,0,0,3,30,13,1,Approved,7446381,1,1,3,1,1,20,1,High
11739,31,Self-Employed,1348402,5769089,Home,12-02-2024,88,0,0,2,584,0.31,0,High,4,Property,10101651.15,0.57,Yes,4,0,0,3,20,2,0,Rejected,0,0,0,0,0,0,15,0,Medium
11740,25,Salaried,2049530,4514899,Home,27-01-2024,88,0,0,3,544,0.33,1,High,1,None,0,0,NA,0,0,0,1,28,6,1,Rejected,0,0,0,0,0,0,7,0,Low
11741,22,Salaried,1014948,2701620,Personal,06-09-2024,81,2,0,3,392,0.56,1,High,3,None,0,0,NA,0,1,0,2,21,11,0,Rejected,0,0,0,0,0,0,10,0,Low
11742,39,Salaried,811060,2244186,Personal,10-08-2024,85,2,0,3,698,0.59,0,Medium,5,Property,3135674.31,0.72,Yes,4,1,0,5,25,20,1,Approved,1839740,1,1,2,1,2,23,1,High
11743,57,Self-Employed,1014857,4326618,Personal,31-03-2024,79,3,0,5,468,0.46,1,High,1,None,0,0,NA,0,1,0,4,21,4,0,Rejected,0,0,0,0,0,0,12,0,Medium
11744,40,Salaried,762038,2390494,Home,19-09-2024,83,3,0,7,544,0.43,1,High,3,Property,3459792.591,0.69,Yes,2,0,0,1,8,15,0,Rejected,0,0,0,0,0,0,13,0,Medium
11745,41,Self-Employed,480180,1252591,Personal,25-12-2024,79,2,0,6,654,0.42,0,Medium,5,Property,1851342.863,0.68,Yes,6,0,0,4,19,11,0,Approved,1239920,1,1,1,1,2,25,1,High
11746,41,Salaried,1445509,6902876,Personal,09-06-2024,72,1,0,2,376,0.56,1,High,1,Property,8538731.915,0.81,Yes,3,1,0,4,17,18,0,Rejected,0,0,0,0,0,0,11,0,Low
11747,32,Self-Employed,1289111,4072661,Personal,07-01-2024,68,1,0,4,752,0.39,0,Low,1,Property,7328522.267,0.56,Yes,3,0,0,3,10,8,0,Approved,3695448,1,1,2,1,1,15,0,Medium
11748,50,Salaried,2288464,8099928,Business,12-11-2024,72,3,0,7,786,0.48,0,Low,4,None,0,0,NA,0,1,0,5,20,5,0,Approved,6601504,1,1,2,1,2,22,1,High
11749,33,Salaried,1525208,8192427,Home,03-05-2024,73,3,0,4,729,0.54,0,Low,1,None,0,0,NA,0,1,0,3,14,15,0,Approved,7871819,1,1,1,1,2,12,0,Medium
11750,39,Salaried,1066915,3978571,Business,11-08-2024,94,0,0,2,847,0.6,0,Low,4,Property,6161048.196,0.65,Yes,3,1,0,2,30,18,1,Approved,3317538,1,1,3,1,1,18,0,High
11751,46,Salaried,1104064,6492984,Personal,23-08-2024,95,0,0,4,839,0.55,0,Low,1,None,0,0,NA,0,1,0,3,16,15,0,Approved,6198556,1,1,1,1,1,11,0,Low
11752,55,Salaried,1840214,7940989,Home,06-08-2024,97,0,0,2,545,0.33,1,High,3,None,0,0,NA,0,0,0,3,5,16,0,Rejected,0,0,0,0,0,0,8,0,Low
11753,22,Self-Employed,2378773,9319900,Home,16-10-2024,78,3,0,7,704,0.38,0,Low,5,None,0,0,NA,0,0,0,4,9,3,0,Approved,7898951,1,1,1,1,2,19,1,High
11754,59,Self-Employed,1803251,4132757,Business,02-07-2024,77,3,0,5,729,0.43,0,Low,3,Property,5445678.89,0.76,Yes,3,0,0,3,24,3,1,Approved,3596340,1,1,1,1,2,19,1,High
11755,35,Salaried,1786407,4356931,Personal,14-01-2024,98,0,0,4,700,0.24,0,Medium,2,None,0,0,NA,0,0,0,3,28,20,1,Approved,3494098,1,1,2,1,1,14,0,Medium
11756,38,Salaried,572149,2268539,Business,13-03-2024,75,2,0,4,848,0.54,0,Low,4,Property,4073906.173,0.56,Yes,3,1,0,2,9,17,0,Approved,1851208,1,1,1,1,1,15,0,Medium
11757,44,Self-Employed,1588521,7464431,Personal,12-03-2024,67,1,0,3,674,0.58,0,Medium,4,Property,12349542.97,0.6,Yes,3,1,0,4,24,7,1,Approved,6327755,1,1,1,1,1,18,0,High
11758,56,Salaried,2413378,8714707,Home,09-08-2024,81,3,0,6,376,0.21,1,High,5,Property,13121375.35,0.66,No,5,0,0,3,27,3,1,Rejected,0,0,0,0,0,0,21,1,High
11759,24,Salaried,486782,1224722,Personal,04-06-2024,64,3,1,6,439,0.38,1,High,2,None,0,0,NA,0,0,0,1,18,18,0,Rejected,0,0,0,0,0,0,10,0,Low
11760,52,Salaried,2169045,9904115,Personal,04-04-2024,64,2,0,6,361,0.28,1,High,2,Property,13549449.05,0.73,Yes,5,0,0,2,14,10,0,Rejected,0,0,0,0,0,0,16,0,Medium
11761,30,Salaried,738193,1604499,Business,24-01-2024,61,2,1,6,362,0.45,1,High,1,Property,2042808.379,0.79,Yes,4,0,0,4,23,10,1,Rejected,0,0,0,0,0,0,17,0,Medium
11762,30,Salaried,498495,2434154,Home,13-12-2024,74,3,0,6,825,0.25,0,Low,1,None,0,0,NA,0,0,0,1,27,17,1,Approved,2337146,1,1,3,1,2,15,0,Medium
11763,57,Self-Employed,2204026,8737698,Business,08-07-2024,64,1,0,5,428,0.25,1,High,2,Property,13279716.38,0.66,Yes,6,0,0,2,6,9,0,Rejected,0,0,0,0,0,0,15,0,Medium
11764,54,Self-Employed,2298801,6664910,Business,29-02-2024,97,0,0,3,863,0.36,0,Low,5,Property,10578013.71,0.63,Yes,3,0,0,1,20,19,0,Approved,6208124,1,1,2,1,1,17,0,Medium
11765,37,Self-Employed,748553,2538600,Business,18-09-2024,81,3,0,5,458,0.51,1,High,5,None,0,0,NA,0,1,0,5,28,5,1,Rejected,0,0,0,0,0,0,17,0,Medium
11766,24,Salaried,1817067,10179409,Business,30-04-2024,97,0,0,2,673,0.3,0,Medium,4,Property,15370269.02,0.66,Yes,5,0,1,1,28,15,1,Rejected,0,0,0,0,0,0,14,0,Medium
11767,26,Self-Employed,1789462,4990593,Personal,05-04-2024,63,3,0,6,706,0.49,0,Low,2,None,0,0,NA,0,1,0,2,19,17,0,Approved,4699348,1,1,3,1,2,16,0,Medium
11768,51,Salaried,2262867,10848579,Personal,25-11-2024,68,1,0,2,816,0.51,0,Low,1,None,0,0,NA,0,1,1,4,20,3,0,Rejected,0,0,0,0,0,0,9,0,Low
11769,29,Self-Employed,1028918,3272145,Home,06-07-2024,91,0,0,1,636,0.24,0,Medium,1,None,0,0,NA,0,0,0,4,20,3,0,Approved,2959207,1,1,2,1,2,12,0,Medium
11770,31,Self-Employed,2117826,5303739,Business,11-09-2024,63,3,0,6,774,0.39,0,Low,1,Property,9482009.954,0.56,Yes,5,0,0,2,12,6,0,Approved,4589112,1,1,1,1,2,18,0,High
11771,40,Self-Employed,1240064,6378047,Home,05-05-2024,68,2,0,6,892,0.43,0,Low,5,None,0,0,NA,0,0,0,3,24,2,1,Approved,6065219,1,1,3,1,1,20,1,High
11772,38,Self-Employed,1254538,5085527,Home,14-08-2024,99,0,0,2,514,0.31,1,High,1,None,0,0,NA,0,0,0,1,8,7,0,Rejected,0,0,0,0,0,0,4,0,Low
11773,25,Salaried,691095,2796605,Business,10-03-2024,75,1,0,4,738,0.53,0,Low,1,Property,3634553.628,0.77,Yes,2,1,0,5,6,1,0,Approved,2374726,1,1,1,1,2,15,0,Medium
11774,39,Self-Employed,1129677,5552756,Home,14-07-2024,90,0,1,3,688,0.28,0,Medium,2,None,0,0,NA,0,0,0,2,11,4,0,Approved,4523318,1,1,2,1,2,12,0,Medium
11775,28,Salaried,578759,1420373,Home,15-01-2024,84,1,0,5,761,0.46,0,Low,2,Property,2372641.648,0.6,Yes,3,1,0,4,13,6,0,Approved,1320017,1,1,2,1,2,19,1,High
11776,37,Self-Employed,1833174,9652043,Personal,08-12-2024,68,2,0,6,769,0.24,0,Low,3,None,0,0,NA,0,0,0,2,18,3,0,Approved,8752353,1,1,2,1,2,16,0,Medium
11777,35,Salaried,2139572,10810732,Business,24-07-2024,93,0,0,2,727,0.22,0,Low,1,None,0,0,NA,0,0,0,3,6,6,0,Approved,10376296,1,1,1,1,1,8,0,Low
11778,44,Salaried,1853730,8105707,Business,21-12-2024,73,3,0,6,525,0.4,1,High,1,None,0,0,NA,0,0,1,4,15,2,0,Rejected,0,0,0,0,0,0,12,0,Medium
11779,53,Self-Employed,2432720,5722048,Personal,18-04-2024,83,2,0,5,716,0.27,0,Low,4,None,0,0,NA,0,0,0,3,14,9,0,Approved,5224794,1,1,2,1,1,16,0,Medium
11780,24,Salaried,1583956,5874183,Home,10-08-2024,60,2,0,4,794,0.25,0,Low,4,None,0,0,NA,0,0,0,2,20,15,0,Approved,5396838,1,1,3,1,2,17,0,Medium
11781,40,Salaried,1893160,3943056,Home,03-03-2024,61,2,0,3,719,0.3,0,Low,3,Property,6158388.468,0.64,No,5,0,0,2,9,9,0,Approved,3524094,1,1,2,1,1,16,0,Medium
11782,47,Self-Employed,870743,2997337,Home,31-05-2024,72,1,0,5,572,0.25,0,High,1,Property,4944741.694,0.61,Yes,6,0,0,3,13,5,0,Rejected,0,0,0,0,0,0,16,0,Medium
11783,51,Self-Employed,1799411,4716573,Home,16-02-2024,91,0,0,3,618,0.33,0,Medium,3,None,0,0,NA,0,0,0,3,19,17,0,Approved,4599457,1,1,1,1,2,13,0,Medium
11784,34,Salaried,757995,3010791,Business,12-08-2024,66,3,0,5,498,0.57,1,High,3,Property,3904516.716,0.77,Yes,3,1,0,3,20,13,0,Rejected,0,0,0,0,0,0,16,0,Medium
11785,28,Salaried,2236383,8128402,Business,07-12-2024,77,1,0,4,748,0.33,0,Low,3,Property,10147995.58,0.8,Yes,3,0,0,1,5,12,0,Approved,6513369,1,1,1,1,1,13,0,Medium
11786,56,Self-Employed,979205,2106704,Personal,13-12-2024,100,0,0,3,523,0.52,1,High,5,Property,3087189.392,0.68,Yes,5,1,0,4,10,7,0,Rejected,0,0,0,0,0,0,18,0,High
11787,35,Salaried,1635238,7843987,Home,23-11-2024,89,0,0,2,486,0.49,1,High,5,Property,12273853.01,0.64,Yes,6,1,0,4,8,2,0,Rejected,0,0,0,0,0,0,17,0,Medium
11788,22,Self-Employed,878618,3090470,Business,25-03-2024,64,2,0,4,607,0.58,0,Medium,5,None,0,0,NA,0,1,0,5,30,11,1,Approved,2606240,1,1,2,1,1,20,1,High
11789,45,Salaried,1795158,7011188,Home,01-07-2024,71,1,0,3,814,0.29,0,Low,5,None,0,0,NA,0,0,0,2,12,15,0,Approved,6238964,1,1,1,1,1,13,0,Medium
11790,30,Salaried,2297890,13685350,Business,08-06-2024,93,0,0,3,513,0.47,1,High,4,None,0,0,NA,0,1,0,2,21,5,0,Rejected,0,0,0,0,0,0,11,0,Low
11791,48,Self-Employed,377751,755892,Home,18-03-2024,71,1,0,5,510,0.58,1,High,1,None,0,0,NA,0,1,0,3,24,11,1,Rejected,0,0,0,0,0,0,11,0,Low
11792,58,Salaried,2034456,10354776,Home,17-04-2024,64,2,0,6,467,0.38,1,High,4,Property,13654019.42,0.76,Yes,6,0,0,1,30,14,1,Rejected,0,0,0,0,0,0,20,1,High
11793,22,Self-Employed,1487027,8559083,Business,07-01-2024,70,3,0,6,576,0.57,0,High,1,None,0,0,NA,0,1,0,5,20,12,0,Rejected,0,0,0,0,0,0,14,0,Medium
11794,55,Self-Employed,2332535,7693091,Personal,03-01-2024,97,0,0,3,449,0.32,1,High,1,None,0,0,NA,0,0,0,4,10,8,0,Rejected,0,0,0,0,0,0,9,0,Low
11795,47,Self-Employed,2029317,9107774,Personal,06-03-2024,88,0,0,2,697,0.24,0,Medium,1,None,0,0,NA,0,0,0,2,6,10,0,Approved,8731130,1,1,1,1,2,8,0,Low
11796,42,Self-Employed,492874,2330266,Personal,24-07-2024,69,1,0,5,617,0.46,0,Medium,3,Property,3996379.29,0.58,Yes,2,1,0,5,19,9,0,Approved,2315656,1,1,2,1,2,20,1,High
11797,58,Self-Employed,2442211,12072101,Personal,29-09-2024,80,2,0,5,438,0.22,1,High,4,None,0,0,NA,0,0,0,4,14,3,0,Rejected,0,0,0,0,0,0,14,0,Medium
11798,54,Self-Employed,2177367,9796533,Personal,02-10-2024,99,0,0,3,834,0.22,0,Low,2,None,0,0,NA,0,0,0,1,18,9,0,Approved,8535472,1,1,3,1,1,11,0,Low
11799,38,Salaried,1335354,7940368,Business,18-05-2024,88,0,0,1,844,0.45,0,Low,2,None,0,0,NA,0,0,0,4,16,13,0,Approved,7601104,1,1,1,1,2,11,0,Low
11800,59,Salaried,885364,4451084,Home,28-08-2024,73,2,0,6,722,0.36,0,Low,4,Property,7982593.726,0.56,Yes,3,0,1,3,19,17,0,Rejected,0,0,0,0,0,0,17,0,Medium
11801,58,Self-Employed,1763503,9083251,Home,29-04-2024,69,3,0,6,747,0.35,0,Low,1,Property,15671124.28,0.58,Yes,5,0,0,2,18,20,0,Approved,7350489,1,1,1,1,1,17,0,Medium
11802,34,Self-Employed,1426874,3271392,Home,22-06-2024,72,1,0,4,898,0.31,0,Low,5,None,0,0,NA,0,0,0,4,5,16,0,Approved,3141366,1,1,2,1,1,16,0,Medium
11803,23,Salaried,2391781,7389223,Business,22-05-2024,75,1,1,5,402,0.51,1,High,5,Property,12101649.11,0.61,Yes,4,1,0,4,11,13,0,Rejected,0,0,0,0,0,0,19,1,High
11804,57,Self-Employed,2135775,4975912,Personal,02-05-2024,92,0,0,4,431,0.56,1,High,4,None,0,0,NA,0,1,0,2,28,11,1,Rejected,0,0,0,0,0,0,12,0,Medium
11805,38,Self-Employed,1871422,9980967,Business,03-03-2024,93,0,0,2,861,0.32,0,Low,3,Property,14905772.73,0.67,Yes,3,0,0,3,8,20,0,Approved,8989084,1,1,2,1,1,14,0,Medium
11806,48,Salaried,1169227,5653455,Personal,12-02-2024,100,0,0,2,574,0.43,0,High,5,Property,7200261.669,0.79,Yes,2,0,1,1,11,5,0,Rejected,0,0,0,0,0,0,11,0,Low
11807,22,Self-Employed,1514118,7379051,Personal,28-06-2024,86,0,0,4,844,0.23,0,Low,3,Property,12104985.71,0.61,Yes,5,0,0,3,15,14,0,Approved,6712067,1,1,1,1,1,18,0,High
11808,28,Self-Employed,1985562,9416505,Personal,08-07-2024,88,0,0,4,810,0.5,0,Low,4,None,0,0,NA,0,1,0,5,17,13,0,Approved,9155343,1,1,2,1,2,18,0,High
11809,24,Self-Employed,1779702,4454396,Personal,24-11-2024,68,3,0,7,678,0.57,0,Medium,1,None,0,0,NA,0,1,0,4,23,20,1,Approved,4042174,1,1,2,1,1,17,0,Medium
11810,59,Self-Employed,2402517,9491389,Home,03-07-2024,79,3,0,6,355,0.37,1,High,5,None,0,0,NA,0,0,0,4,24,6,1,Rejected,0,0,0,0,0,0,17,0,Medium
11811,60,Self-Employed,2260473,11606501,Home,17-12-2024,77,1,0,2,840,0.26,0,Low,4,None,0,0,NA,0,0,0,1,12,6,0,Approved,11142474,1,1,1,1,2,11,0,Low
11812,37,Salaried,533244,1480244,Personal,17-10-2024,75,1,0,2,461,0.57,1,High,5,None,0,0,NA,0,1,0,5,16,9,0,Rejected,0,0,0,0,0,0,13,0,Medium
11813,54,Self-Employed,1656367,5586184,Business,09-07-2024,68,3,0,6,752,0.24,0,Low,1,None,0,0,NA,0,0,0,4,13,12,0,Approved,4977091,1,1,3,1,1,16,0,Medium
11814,42,Salaried,605588,3482032,Personal,28-11-2024,92,0,0,4,441,0.46,1,High,3,None,0,0,NA,0,1,0,5,24,14,1,Rejected,0,0,0,0,0,0,14,0,Medium
11815,37,Self-Employed,1152843,6031146,Personal,29-12-2024,94,0,0,4,419,0.39,1,High,5,Property,8420761.156,0.72,Yes,2,0,0,1,29,14,1,Rejected,0,0,0,0,0,0,14,0,Medium
11816,30,Self-Employed,1406193,7653692,Personal,20-11-2024,90,0,0,4,522,0.44,1,High,4,None,0,0,NA,0,0,0,3,8,16,0,Rejected,0,0,0,0,0,0,11,0,Low
11817,59,Salaried,2219205,6136006,Business,16-02-2024,60,1,0,5,409,0.47,1,High,5,None,0,0,NA,0,1,0,3,5,7,0,Rejected,0,0,0,0,0,0,13,0,Medium
11818,56,Salaried,2205038,5811116,Home,06-07-2024,100,0,0,1,630,0.56,0,Medium,4,Property,9854234.21,0.59,Yes,4,1,0,3,9,2,0,Approved,4757968,1,1,2,1,2,16,0,Medium
11819,48,Salaried,1210441,5481698,Home,13-12-2024,82,1,0,3,484,0.35,1,High,3,Property,8793509.537,0.62,No,4,0,1,1,25,16,1,Rejected,0,0,0,0,0,0,13,0,Medium
11820,42,Self-Employed,1614365,9327153,Personal,03-02-2024,77,1,0,2,639,0.41,0,Medium,2,None,0,0,NA,0,0,0,3,16,1,0,Approved,8879387,1,1,3,1,1,12,0,Medium
11821,37,Self-Employed,1072156,4355060,Personal,13-01-2024,68,2,1,5,557,0.23,0,High,5,Property,6449122.538,0.68,No,6,0,0,3,27,8,1,Rejected,0,0,0,0,0,0,21,1,High
11822,30,Salaried,2350860,9165675,Personal,07-09-2024,87,0,0,3,801,0.36,0,Low,4,Property,13439518.08,0.68,Yes,3,0,0,3,22,4,0,Approved,7860667,1,1,1,1,1,17,0,Medium
11823,46,Salaried,2004089,7439103,Business,24-10-2024,73,3,0,5,533,0.39,1,High,1,Property,13219522.08,0.56,Yes,2,0,0,3,12,8,0,Rejected,0,0,0,0,0,0,12,0,Medium
11824,58,Self-Employed,511976,1918198,Business,15-09-2024,71,2,0,6,570,0.48,0,High,5,Property,3258649.837,0.59,Yes,6,1,0,3,19,4,0,Rejected,0,0,0,0,0,0,21,1,High
11825,60,Self-Employed,759872,1969704,Business,02-11-2024,75,3,0,6,439,0.58,1,High,2,Property,3297013.475,0.6,No,3,1,0,2,27,13,1,Rejected,0,0,0,0,0,0,15,0,Medium
11826,42,Self-Employed,672632,1468646,Personal,08-05-2024,72,2,0,5,751,0.31,0,Low,3,Property,2488220.138,0.59,Yes,6,0,0,4,23,3,1,Approved,1249195,1,1,1,1,1,22,1,High
11827,25,Self-Employed,2243592,10134317,Home,22-07-2024,92,0,0,2,822,0.4,0,Low,5,None,0,0,NA,0,0,0,3,26,16,1,Approved,8323159,1,1,3,1,1,16,0,Medium
11828,34,Salaried,1860838,5344679,Home,28-10-2024,62,1,0,5,493,0.34,1,High,4,None,0,0,NA,0,0,0,3,14,13,0,Rejected,0,0,0,0,0,0,13,0,Medium
11829,45,Self-Employed,2033035,5046769,Home,24-08-2024,61,1,0,4,781,0.46,0,Low,2,Property,8211308.759,0.61,Yes,4,1,0,5,21,10,0,Approved,4984466,1,1,1,1,2,20,1,High
